y	x1	x2
2	-0.7222114129586	2.00447087136242
2	-0.924679116842047	0.483669283303616
2	-0.766022814943256	0.794328908264858
2	-0.0732894788556321	0.969929147538923
1	-1.39291197731283	0.999697089649905
2	-0.202233388934873	1.35033191198506
2	0.481737671784873	0.984418575841914
1	-1.8655121173883	1.54773159042401
2	-0.152468727259032	0.922489686034523
2	0.38635648749537	0.366336720871723
2	0.0875764309449853	0.932411534685466
2	-0.162870803458684	0.630517186027526
2	0.205627604169169	0.902728059891789
2	-0.678880330634291	0.519282489082532
1	-0.631309441163341	1.66060671402444
2	0.451357146792761	1.02281328367944
2	-0.379447056101144	0.892502892723954
2	-0.67808924696543	0.969433620547686
2	-0.6353679482783	1.29934918685766
2	-0.394503312110074	0.327163230000664
2	0.361462943689775	1.25890893821093
2	-0.528663281188422	1.26110462471585
2	-0.251051039074415	0.3041819401222
2	0.0782884526153436	1.44882862257848
2	-0.508588755690403	1.2875665675783
2	0.408869378842243	1.49537607406398
2	-0.365647127226042	0.943434089491931
2	1.41253669598274	1.54855990106491
2	0.185369078583416	1.0947339566202
2	-0.236029032268647	1.55526095979461
2	-0.614293392873263	1.38945066226994
1	-2.30408372892482	1.38069898840687
1	-1.6439848395597	1.52199681104139
2	-0.099631142781541	1.12167183608714
1	-1.86566438019087	0.292956871515864
2	0.29707583331245	0.685937988358744
2	0.241635652911538	1.44307731093209
2	-0.308059142141273	0.616810573192588
2	-0.297331480776794	1.64968595570792
2	0.0425462999904274	0.808982969980399
2	-0.293494487190976	0.944090798130192
2	0.0472196732520648	1.50461364233168
2	0.511434878557491	0.590927353613734
2	-0.439766514299069	1.1721005687771
2	0.579727620807449	1.49159036959202
2	-0.22587568551299	0.787129098143246
1	-1.31699917881368	0.932311221709179
2	0.403359817740187	1.06184402730383
2	0.0639802809331373	1.71779511292622
2	-0.200549408990853	1.07531583235228
2	0.179212309999251	1.33051886263733
2	-0.684781628987495	1.22567327645858
1	-1.26626456003945	2.28600726481963
2	-0.0732275755712657	1.27133904319531
2	-0.278834870223322	0.396216850503442
1	-1.66770622666567	1.21968201824743
2	-0.932784740334326	1.10552625678307
1	-0.222492292076254	1.98252437260598
2	-0.419301102755586	0.695197243837259
2	-0.102320397506266	0.765296493992673
2	0.246029751804449	1.82964712136056
2	0.477011782112795	0.0611918456353968
2	0.166124402475656	0.832661929923749
2	0.392487504719149	1.46224249843351
2	0.26880633054516	0.698569846489762
1	-1.1892336014914	1.99198866550859
2	-0.353530726637597	0.781098791781922
2	0.205995439006312	2.33022515439259
1	0.357859266241446	3.35842349881369
1	-1.07534587024242	1.83307889669395
2	0.610733203164708	0.26755191141353
2	0.34783794294932	0.754523597335553
2	0.133976431089943	1.13245178008424
2	0.487540109560409	0.839583040875595
2	0.328137396161017	1.05381391421355
2	-0.307134275715141	1.21094298929596
2	0.622456405195283	0.398273208283436
2	0.023923605235643	-0.0473318420892674
2	1.25632667782585	0.896163773144661
2	-0.207777444410633	1.17187213473804
1	-1.07196807487457	2.87218367130169
1	-1.40721089942489	1.71273051006468
2	0.643678850830891	1.90840839163394
1	-1.45327218253849	2.02246219076283
2	0.891230481942523	1.73158341544632
2	0.252066390681576	0.848664430272533
2	0.504207545290246	1.06331255073084
2	0.299918390809922	0.950756757796549
2	0.490412055618484	0.821936045253742
2	1.06136639629653	0.788056076691746
2	0.365892980043387	1.71060938237464
2	-1.1024698611437	0.618737913541539
2	0.115280444945432	1.87763315549822
2	0.222190799619655	1.03704295357252
1	0.317452811019433	2.8662885931298
1	-0.693623079484142	2.24206585399344
1	-0.651352405455385	1.80895864388631
1	-2.24047850877093	1.04991147162741
1	-0.688766771564921	1.33671775150787
1	-2.06428441900782	2.38517335491812
